text_str,ent_phrase,ent_type,ent_start,ent_end,nlp_word,nlp_tag,nlp_type,nlp_pofs,bert_word,bert_entity,bert_score,bert_start,bert_end,is_probe,lr_is_probe,rf_is_probe,hgb_is_probe
readiness skills,Readiness Skills,ORG,7696.0,7712.0,,,,,,,,,,False,,,
1988:23,,,,,1988:23,CD,,NUM,,,,,,False,,,
promoting,,,,,,VBG,,VERB,,,,,,False,,,
aspx,,,,,aspx,NN,,NOUN,,,,,,False,,,
repeat,,,,,,,,,,,,,,False,,,
approaching,,,,,,VBG,,VERB,,,,,,False,,,
re,,,,,,,,,,,,,,False,,,
tricare,,,,,,,,,,,,,,False,,,
politicians,,,,,,NNS,,NOUN,,,,,,False,,,
misrepresenting,,,,,misrepresenting,VBG,,VERB,,,,,,False,,,
disrupt,,,,,,,,,,,,,,False,,,
percentage/100,,,,,percentage/100,NNP,,PROPN,,,,,,False,,,
53(p419,,,,,53(p419,LS,,X,,,,,,False,,,
repletion,,,,,repletion,NN,,NOUN,,,,,,False,,,
campbell,,,,,Campbell,NNP,,PROPN,,,,,,False,,,
kutcher,,,,,Kutcher,NNP,NORP,PROPN,,,,,,False,,,
geiger,,,,,Geiger,NNP,ORG,PROPN,,,,,,False,,,
70–71,,,,,70–71,NNP,CARDINAL,PROPN,,,,,,False,,,
gi,,,,,GI,,,,,,,,,False,,,
taxonomy,,,,,taxonomy,NN,,NOUN,,,,,,False,,,
thoracentesis,,,,,thoracentesis,NN,,NOUN,,,,,,False,,,
barden,,,,,Barden,NNP,ORG,PROPN,,,,,,False,,,
938,,,,,938,CD,CARDINAL,NUM,,,,,,False,,,
feared,,,,,feared,,,VERB,,,,,,False,,,
interdicting,,,,,interdicting,VBG,,VERB,,,,,,False,,,
red crescent society,Red Crescent Society,ORG,463400.0,463420.0,,,,,,,,,,False,,,
guway,,,,,Guway,NNP,,PROPN,,,,,,False,,,
"the supreme
court","the Supreme
Court",ORG,103499.0,103516.0,,,,,,,,,,False,,,
mobility,,,,,,,,,,,,,,False,,,
mcduffie,,,,,McDuffie,NNP,ORG,PROPN,,,,,,False,,,
reduced,,,,,,,,VERB,,,,,,False,,,
end,,,,,,,,,,,,,,False,,,
hydrated,,,,,hydrated,VBN,,VERB,,,,,,False,,,
overdoing,,,,,overdoing,NN,,NOUN,,,,,,False,,,
national museum of health and medicine,National Museum of Health and Medicine,ORG,60695.0,60733.0,,,,,,,,,,False,,,
3-125,3-125,CARDINAL,348818.0,348823.0,,,,,,,,,,False,,,
grooming,,,,,grooming,VBG,,VERB,,,,,,False,,,
≥96,,,,,≥96,VBZ,,VERB,,,,,,False,,,
"the 
department of war","the 
Department of War",ORG,15438.0,15460.0,,,,,,,,,,False,,,
"30–32,34 medical","30–32,34 Medical",ORG,11607.0,11623.0,,,,,,,,,,False,,,
graded,,,,,graded,VBN,,VERB,,,,,,False,,,
dream,,,,,dream,NN,,NOUN,,,,,,False,,,
oppression,,,,,oppression,NN,,NOUN,,,,,,False,,,
supersede,,,,,supersede,,,VERB,,,,,,False,,,
balances,,,,,balances,,,,,,,,,False,,,
outcropping,,,,,outcropping,NN,,NOUN,,,,,,False,,,
ping fan’s,Ping Fan’s,ORG,79945.0,79955.0,,,,,,,,,,False,,,
up to 27%,Up to 27%,PERCENT,3413.0,3422.0,,,,,,,,,,False,,,
sign,,,,,,,,,,,,,,False,,,
,,,,,,FULL_STOP,,PUNCT,,,,,,False,,,
crouch,,,,,Crouch,NNP,,PROPN,,,,,,False,,,
handoff,,,,,handoff,NN,,NOUN,,,,,,False,,,
connecticut2,,,,,Connecticut2,NNP,ORG,PROPN,,,,,,False,,,
reelected,,,,,reelected,VBN,,VERB,,,,,,False,,,
grivetti,,,,,Grivetti,NNP,ORG,PROPN,,,,,,False,,,
j pediatr surg,J Pediatr Surg,PRODUCT,107580.0,107594.0,,,,,,,,,,False,,,
2008;173(1):25–35,,,,,2008;173(1):25–35,CD,CARDINAL,NUM,,,,,,False,,,
withdraws,,,,,,NNS,,NOUN,,,,,,False,,,
ization,,,,,,,,,ization,I-MISC,0.4753653109073639,475.0,486.0,False,,,
palmer jl,Palmer JL,ORG,59465.0,59474.0,,,,,,,,,,False,,,
convention,,,,,,,,,,,,,,False,,,
https://www.med.navy.mil/directives/documents/navmed%20p-117%20%28manmed%29/,,,,,https://www.med.navy.mil/directives/Documents/NAVMED%20P-117%20%28MANMED%29/,NN,,NOUN,,,,,,False,,,
the national security act,The National Security Act,,,,,,,,,,,,,False,,,
perfectible,,,,,perfectible,JJ,,ADJ,,,,,,False,,,
watler tj,Watler TJ,ORG,85983.0,85992.0,,,,,,,,,,False,,,
s34,,,,,S34,NNP,ORG,PROPN,,,,,,False,,,
entertainment,,,,,entertainment,NN,,NOUN,,,,,,False,,,
pupil,,,,,,,,,,,,,,False,,,
stamina,,,,,stamina,,,,,,,,,False,,,
redefined,,,,,redefined,VBN,,VERB,,,,,,False,,,
6.,6.,PERCENT,22835.0,22837.0,,,,,,,,,,False,,,
"“‘comfort
women’ report hurts","“‘Comfort
Women’ Report Hurts",WORK_OF_ART,120458.0,120487.0,,,,,,,,,,False,,,
139–171,,,,,139–171,CD,CARDINAL,NUM,,,,,,False,,,
the national commission,The National Commission,ORG,17800.0,17823.0,,,,,,,,,,False,,,
"deployment,94",,,,,"deployment,94",NN,,NOUN,,,,,,False,,,
"article
143","Article
143",LAW,464095.0,464106.0,,,,,,,,,,False,,,
thoroughness,,,,,thoroughness,NN,,NOUN,,,,,,False,,,
pupillary,,,,,,,,,,,,,,False,,,
explorations,,,,,Explorations,NNS,,NOUN,,,,,,False,,,
2(3):201–210,,,,,2(3):201–210,CD,CARDINAL,NUM,,,,,,False,,,
protagonists,,,,,protagonists,NNS,,NOUN,,,,,,False,,,
pieced,,,,,pieced,VBN,,VERB,,,,,,False,,,
cellular,,,,,,JJ,,ADJ,,,,,,False,,,
us army public health center,US Army Public Health Center,ORG,,,,,,,,,,,,False,,,
politico,,,,,,,,,,,,,,False,,,
insulting,,,,,insulting,,,,,,,,,False,,,
stain,,,,,,,,,stain,I-ORG,0.7195130586624146,1626.0,1631.0,False,,,
horns,,,,,,NNS,,NOUN,,,,,,False,,,
hosted,,,,,hosted,,,VERB,,,,,,False,,,
"flexibility,32",,,,,"flexibility,32",NNP,,PROPN,,,,,,False,,,
proposals,,,,,,NNS,,NOUN,,,,,,False,,,
1991;16(1):29–51,,,,,1991;16(1):29–51,NNP,,PROPN,,,,,,False,,,
9of,,,,,9oF,CD,CARDINAL,NUM,,,,,,False,,,
nine,,,,,,CD,CARDINAL,NUM,,,,,,False,,,
65%,65%,PERCENT,,,,,,,,,,,,False,,,
macmillan,,,,,Macmillan,NNP,ORG,PROPN,,,,,,False,,,
postgraduate,,,,,,,,,,,,,,False,,,
quelled,,,,,quelled,VBD,,VERB,,,,,,False,,,
358–390,,,,,358–390,CD,CARDINAL,NUM,,,,,,False,,,
"the joint theater trauma 
system","the Joint Theater Trauma 
System",ORG,34414.0,34446.0,,,,,,,,,,False,,,
dysfunction,,,,,,NN,,NOUN,,,,,,False,,,
17(pp26–27,,,,,17(pp26–27,LS,,X,,,,,,False,,,
radi213,,,,,radi213,NN,,NOUN,,,,,,False,,,
llergie,,,,,llergie,NN,,NOUN,,,,,,False,,,
brains,,,,,brains,NNS,,NOUN,,,,,,False,,,
dermatol clin,Dermatol Clin,ORG,59246.0,59259.0,,,,,,,,,,False,,,
vintage,,,,,Vintage,,,,,,,,,False,,,
gel,,,,,,,,,,,,,,False,,,
cd004366,,,,,CD004366,NNP,,PROPN,,,,,,False,,,
forcible,,,,,,,,,,,,,,False,,,
"antiparasitic 
regimens","Antiparasitic 
Regimens",PRODUCT,110902.0,110925.0,,,,,,,,,,False,,,
northwestern law review,Northwestern Law Review,ORG,72595.0,72618.0,,,,,,,,,,False,,,
2002;287(7):869–874,,,,,2002;287(7):869–874,CD,CARDINAL,NUM,,,,,,False,,,
http://www.esd.whs.mil/portals/54/documents/,,,,,http://www.esd.whs.mil/Portals/54/Documents/,NN,,NOUN,,,,,,False,,,
lead,,,,,,,,,,,,,,False,,,
• linked,• Linked,NORP,101086.0,101094.0,,,,,,,,,,False,,,
"special 
operations","Special 
Operations",ORG,4278.0,4297.0,,,,,,,,,,False,,,
measurably,,,,,measurably,NN,,NOUN,,,,,,False,,,
natriuretic,,,,,natriuretic,JJ,,ADJ,,,,,,False,,,
preparations,,,,,preparations,NNS,,NOUN,,,,,,False,,,
synergistic,,,,,synergistic,JJ,,ADJ,,,,,,False,,,
hackett publishing company,Hackett Publishing Company,ORG,142919.0,142945.0,,,,,,,,,,False,,,
knudsen p,Knudsen P,ORG,56416.0,56425.0,,,,,,,,,,False,,,
2010;83(2):258–265,,,,,2010;83(2):258–265,CD,CARDINAL,NUM,,,,,,False,,,
1995;2(3):148–154,,,,,1995;2(3):148–154,NNS,CARDINAL,NOUN,,,,,,False,,,
unchallengeable,,,,,unchallengeable,JJ,,ADJ,,,,,,False,,,
suicidality,,,,,suicidality,NN,,NOUN,,,,,,False,,,
gree,,,,,gree,NN,,NOUN,,,,,,False,,,
climates,,,,,climates,NNS,,NOUN,,,,,,False,,,
25(ch4,,,,,25(ch4,CD,,NUM,,,,,,False,,,
health aff,Health Aff,ORG,35105.0,35115.0,,,,,,,,,,False,,,
table 20,Table 20,LAW,147346.0,147354.0,,,,,,,,,,False,,,
göteborg,,,,,Göteborg,NNP,GPE,PROPN,,,,,,False,,,
"forces,88",,,,,"Forces,88",NNP,ORG,PROPN,,,,,,False,,,
glutamate,,,,,glutamate,JJ,,ADJ,,,,,,False,,,
1980;7(2):285–298,,,,,1980;7(2):285–298,CD,,NUM,,,,,,False,,,
stream,,,,,stream,NN,,NOUN,,,,,,False,,,
film,,,,,,,,,,,,,,False,,,
•unilateral,,,,,•Unilateral,JJ,,ADJ,,,,,,False,,,
70-79,70-79,CARDINAL,139691.0,139696.0,,,,,,,,,,False,,,
zondervan,,,,,Zondervan,NNP,ORG,PROPN,,,,,,False,,,
barotrauma,,,,,,,ORG,,,,,,,False,,,
5):s46,,,,,5):S46,CD,,NUM,,,,,,False,,,
acknowledgements,,,,,ACKNOWLEDGEMENTS,NNS,,NOUN,,,,,,False,,,
sm,,,,,SM,,ORG,,,,,,,False,,,
precarious,,,,,precarious,JJ,,ADJ,,,,,,False,,,
incorrectly,,,,,incorrectly,RB,,ADV,,,,,,False,,,
dyna,,,,,Dyna,NNP,,PROPN,,,,,,False,,,
facilities”26,,,,,facilities”26,NNP,,PROPN,,,,,,False,,,
3(a,,,,,3(a,CD,LAW,NUM,,,,,,False,,,
155,,,,,155,CD,CARDINAL,NUM,,,,,,False,,,
hprc#about,,,,,hprc#about,NN,,NOUN,,,,,,False,,,
paret,,,,,Paret,NNP,,PROPN,,,,,,False,,,
miscarriage,,,,,miscarriage,NN,,NOUN,,,,,,False,,,
over 600,over 600,CARDINAL,8058.0,8066.0,,,,,,,,,,False,,,
confident,,,,,confident,JJ,,ADJ,,,,,,False,,,
63–64,,,,,63–64,CD,CARDINAL,NUM,,,,,,False,,,
carson,,,,,Carson,NNP,FAC,PROPN,,,,,,False,,,
immorality,,,,,immorality,NN,,NOUN,,,,,,False,,,
solve,,,,,solve,VB,,VERB,,,,,,False,,,
218–255,,,,,218–255,CD,CARDINAL,NUM,,,,,,False,,,
l.,,,,,,,,,,,,,,False,,,
antonakis32,,,,,Antonakis32,NNP,,PROPN,,,,,,False,,,
selfimprovement,,,,,selfimprovement,NN,,NOUN,,,,,,False,,,
hetastarch (hextend,HETASTARCH (Hextend,ORG,89359.0,89378.0,,,,,,,,,,False,,,
retained,,,,,,,,,,,,,,False,,,
the quinlan case: role,The Quinlan Case: Role,WORK_OF_ART,126954.0,126976.0,,,,,,,,,,False,,,
kindness,,,,,kindness,NN,,NOUN,,,,,,False,,,
outward,,,,,outward,JJ,,ADJ,,,,,,False,,,
sidelines,,,,,sidelines,NNS,,NOUN,,,,,,False,,,
mackersie,,,,,Mackersie,NNP,ORG,PROPN,,,,,,False,,,
win kerr,WIN KERR,ORG,269.0,277.0,,,,,,,,,,False,,,
16-2,16-2,CARDINAL,,,,,,,,,,,,False,,,
limitation,,,,,,,,,,,,,,False,,,
layers,,,,,,NNS,,NOUN,,,,,,False,,,
"8,100",,,,,"8,100",CD,CARDINAL,NUM,,,,,,False,,,
kindly,,,,,,,,,,,,,,False,,,
sweden,,,,,Sweden,NNP,GPE,PROPN,,,,,,False,,,
decide,,,,,,,,VERB,,,,,,False,,,
consultant’s division,Consultant’s Division,ORG,136237.0,136258.0,,,,,,,,,,False,,,
1988;153(4):185–187,,,,,1988;153(4):185–187,CD,,NUM,,,,,,False,,,
2004:57(6):10–12,,,,,2004:57(6):10–12,CD,,NUM,,,,,,False,,,
#305,#305,CARDINAL,15166.0,15170.0,,,,,,,,,,False,,,
catalyst,,,,,catalyst,NN,,NOUN,,,,,,False,,,
”50,,,,,”50,DOUBLE_PRIME,,PUNCT,,,,,,False,,,
transforms,,,,,transforms,VBZ,,VERB,,,,,,False,,,
austrian,,,,,Austrian,NNP,EVENT,PROPN,,,,,,False,,,
syllabus,,,,,syllabus,JJ,,ADJ,,,,,,False,,,
expertise,,,,,,,,,,,,,,False,,,
confounding,,,,,confounding,VBG,,VERB,,,,,,False,,,
853,,,,,853,CD,CARDINAL,NUM,,,,,,False,,,
’”85(p4,,,,,’”85(p4,ADD,,X,,,,,,False,,,
chilling,,,,,,,,,,,,,,False,,,
gerontol,,,,,Gerontol,NNP,ORG,PROPN,,,,,,False,,,
up to 90%,Up to 90%,PERCENT,8782.0,8791.0,,,,,,,,,,False,,,
devito ss,DeVito SS,ORG,89201.0,89210.0,,,,,,,,,,False,,,
dreher,,,,,Dreher,NNP,ORG,PROPN,,,,,,False,,,
ass,,,,,ass,NN,,NOUN,,,,,,False,,,
facetime,,,,,FaceTime,NNP,,PROPN,,,,,,False,,,
encapsulates,,,,,encapsulates,VBZ,,VERB,,,,,,False,,,
deberardino tm,DeBerardino TM,ORG,37953.0,37967.0,,,,,,,,,,False,,,
deploys,,,,,deploys,NNS,,NOUN,,,,,,False,,,
drugs,,,,,,,,,,,,,,False,,,
"hypothermia 
prevention","Hypothermia 
Prevention",ORG,119831.0,119854.0,,,,,,,,,,False,,,
neuroma,,,,,Neuroma,NNP,PRODUCT,PROPN,,,,,,False,,,
hmcm,,,,,HMCM,NNP,,PROPN,,,,,,False,,,
the tokyo army,the Tokyo Army,ORG,45594.0,45608.0,,,,,,,,,,False,,,
rassen-,,,,,Rassen-,NNP,,PROPN,,,,,,False,,,
"1(art 24,30","1(Art 24,30",CARDINAL,84837.0,84848.0,,,,,,,,,,False,,,
connote,,,,,connote,VB,,VERB,,,,,,False,,,
section 1. 8,section 1. 8,LAW,46494.0,46506.0,,,,,,,,,,False,,,
venue,,,,,,,,,,,,,,False,,,
hindering,,,,,hindering,NN,,NOUN,,,,,,False,,,
stateside,,,,,stateside,,,,,,,,,False,,,
"40,000",,,,,"40,000",CD,CARDINAL,NUM,,,,,,False,,,
crowley,,,,,Crowley,NNP,ORG,PROPN,,,,,,False,,,
"aviation
spatial","Aviation
Spatial",ORG,61837.0,61853.0,,,,,,,,,,False,,,
july,,,,,July,NNP,,PROPN,,,,,,False,,,
1994:3(2):289–295,,,,,1994:3(2):289–295,CD,CARDINAL,NUM,,,,,,False,,,
irb,,,,,IRB,NNP,ORG,PROPN,,,,,,False,,,
fait,,,,,fait,NN,,NOUN,,,,,,False,,,
strictly,,,,,,RB,,ADV,,,,,,False,,,
capitalizing,,,,,capitalizing,VBG,,VERB,,,,,,False,,,
dawg,,,,,DAWG,NNP,NORP,PROPN,,,,,,False,,,
emails,,,,,emails,NNS,,NOUN,,,,,,False,,,
healthreligious,,,,,healthReligious,JJ,,ADJ,,,,,,False,,,
214–218,,,,,214–218,CD,CARDINAL,NUM,,,,,,False,,,
713,,,,,713,CD,CARDINAL,NUM,,,,,,False,,,
the manual for courts-martial,,ORG,,,,,,,,,,,,False,,,
slides,,,,,slides,NNS,,NOUN,,,,,,False,,,
deadline,,,,,deadline,NN,,NOUN,,,,,,False,,,
condemnations,,,,,condemnations,NNS,,NOUN,,,,,,False,,,
sl,,,,,SL,,,,,,,,,False,,,
rektor,,,,,Rektor,NNP,ORG,PROPN,,,,,,False,,,
fence,,,,,fence,NN,,NOUN,,,,,,False,,,
stelling,,,,,Stelling,NNP,,PROPN,,,,,,False,,,
aerosol,,,,,,,,,,,,,,False,,,
1-31,1-31,CARDINAL,,,,,,,,,,,,False,,,
deberardino,,,,,DeBerardino,NNP,ORG,PROPN,,,,,,False,,,
potentiality,,,,,potentiality,NN,,NOUN,,,,,,False,,,
bogus,,,,,Bogus,NNP,,PROPN,,,,,,False,,,
century,,,,,,,,,,,,,,False,,,
"psychological fitness 
psychological","Psychological Fitness 
Psychological",ORG,3423.0,3459.0,,,,,,,,,,False,,,
1992;1(1):63–74,,,,,1992;1(1):63–74,CD,,NUM,,,,,,False,,,
reichsfuehrer ss himmler,Reichsfuehrer SS Himmler,ORG,114863.0,114887.0,,,,,,,,,,False,,,
jahrling,,,,,Jahrling,NNP,,PROPN,,,,,,False,,,
al. safety,al. Safety,ORG,64989.0,64999.0,,,,,,,,,,False,,,
74(pp178–190,,,,,74(pp178–190,CD,,NUM,,,,,,False,,,
habitable,,,,,habitable,JJ,,ADJ,,,,,,False,,,
dreaded,,,,,dreaded,JJ,,ADJ,,,,,,False,,,
"clusters,8",,,,,"clusters,8",NN,,NOUN,,,,,,False,,,
delivering,,,,,,VBG,,VERB,,,,,,False,,,
less than 30 minutes,less than 30 minutes,TIME,,,,,,,,,,,,False,,,
toll,,,,,toll,NN,,NOUN,,,,,,False,,,
fixedwing,,,,,fixedwing,,,,,,,,,False,,,
certifiable,,,,,certifiable,JJ,,ADJ,,,,,,False,,,
tab,,,,,tab,,,,,,,,,False,,,
headaches,,,,,,,,,,,,,,False,,,
acquiesce,,,,,acquiesce,VB,,VERB,,,,,,False,,,
familiy resilience,Familiy Resilience,ORG,188.0,206.0,,,,,,,,,,False,,,
272,,,,,272,CD,CARDINAL,NUM,,,,,,False,,,
"pwb21,22",,,,,"PWB21,22",NNS,,NOUN,,,,,,False,,,
receiving medical facility,Receiving Medical Facility,ORG,53273.0,53299.0,,,,,,,,,,False,,,
world/2017/04/06,,,,,world/2017/04/06,NNP,,PROPN,,,,,,False,,,
optimization,,,,,,,,,,,,,,False,,,
feldman,,,,,Feldman,NNP,ORG,PROPN,,,,,,False,,,
impliedly,,,,,impliedly,RB,,ADV,,,,,,False,,,
"56,57",,,,,"56,57",CD,CARDINAL,NUM,,,,,,False,,,
businesslike,,,,,businesslike,VBP,,VERB,,,,,,False,,,
wronging,,,,,wronging,VBG,,VERB,,,,,,False,,,
prob#9,,,,,prob#9,NN,,NOUN,,,,,,False,,,
privately,,,,,privately,RB,,ADV,,,,,,False,,,
bronchitis,,,,,bronchitis,NN,,NOUN,,,,,,False,,,
ramstein air force base,Ramstein Air Force Base,FAC,12965.0,12988.0,,,,,,,,,,False,,,
military authority,Military Authority,ORG,131882.0,131900.0,,,,,,,,,,False,,,
2012;20(1):45–50,,,,,2012;20(1):45–50,CD,CARDINAL,NUM,,,,,,False,,,
matsumoto,,,,,Matsumoto,NNP,GPE,PROPN,,,,,,False,,,
"
 
 
 
 
 
",,,,,"
 
 
 
 
 
",UNDERSCORE_SP,,SPACE,,,,,,False,,,
teresa,,,,,TERESA,JJ,,ADJ,,,,,,False,,,
propofol,,,,,propofol,NN,,NOUN,,,,,,False,,,
redirect,,,,,redirect,VB,,VERB,,,,,,False,,,
mos)/medical,,,,,MOS)/Medical,JJ,ORG,ADJ,,,,,,False,,,
d’avignon,,,,,D’Avignon,NNP,,PROPN,,,,,,False,,,
ams,,,,,AMS,,ORG,,,,,,,False,,,
xenotransplant,,,,,xenotransplant,NN,,NOUN,,,,,,False,,,
praying,,,,,,VBG,,VERB,,,,,,False,,,
translating,,,,,,VBG,,VERB,,,,,,False,,,
• direct,• Direct,,,,,,,,,,,,,False,,,
seeds,,,,,seeds,NNS,,NOUN,,,,,,False,,,
• personal protective equipment,• Personal Protective Equipment,ORG,18313.0,18344.0,,,,,,,,,,False,,,
baba,,,,,Baba,NNP,,PROPN,,,,,,False,,,
invade,,,,,invade,,,VERB,,,,,,False,,,
fragmentary,,,,,fragmentary,JJ,,ADJ,,,,,,False,,,
us air force academy,US Air Force Academy,ORG,,,,,,,,,,,,False,,,
1946;123:96–105,,,,,1946;123:96–105,NNP,CARDINAL,PROPN,,,,,,False,,,
91,,,,,91,,,,,,,,,False,,,
strategic role,Strategic Role,PRODUCT,7411.0,7425.0,,,,,,,,,,False,,,
the us navy’s,,ORG,,,,,,,,,,,,False,,,
accomplices,,,,,accomplices,NNS,,NOUN,,,,,,False,,,
strength-,,,,,strength-,NN,,NOUN,,,,,,False,,,
multicultural,,,,,multicultural,JJ,,ADJ,,,,,,False,,,
"north
africa","North
Africa",GPE,68349.0,68361.0,,,,,,,,,,False,,,
only 1,only 1,CARDINAL,,,,,,,,,,,,False,,,
resection,,,,,resection,NN,,NOUN,,,,,,False,,,
daughter,,,,,daughter,NN,ORG,NOUN,,,,,,False,,,
2005;57(4):422–429,,,,,2005;57(4):422–429,CD,CARDINAL,NUM,,,,,,False,,,
infamous,,,,,infamous,JJ,,ADJ,,,,,,False,,,
techniques,,,,,,,,,,,,,,False,,,
holmich p. prevention,Holmich P. Prevention,ORG,35559.0,35580.0,,,,,,,,,,False,,,
"explosive ordnance disposal 
group one","Explosive Ordnance Disposal 
Group One",EVENT,25750.0,25788.0,,,,,,,,,,False,,,
activated,,,,,,VBN,,VERB,,,,,,False,,,
submersion,,,,,submersion,NN,,NOUN,,,,,,False,,,
accordance,,,,,accordance,NN,,NOUN,,,,,,False,,,
948a,,,,,948a,NNP,PRODUCT,PROPN,,,,,,False,,,
the virtues in medical practice,The Virtues in Medical Practice,ORG,,,,,,,,,,,,False,,,
nrc;1966,,,,,NRC;1966,NNP,GPE,PROPN,,,,,,False,,,
commonly,,,,,,,,,,,,,,False,,,
durations,,,,,durations,NNS,,NOUN,,,,,,False,,,
149,,,,,149,CD,CARDINAL,NUM,,,,,,False,,,
tq,,,,,TQ,NNP,,PROPN,,,,,,False,,,
3-2,3-2,CARDINAL,,,,,,,,,,,,False,,,
wb,,,,,WB,NNP,,PROPN,,,,,,False,,,
rothrock,,,,,Rothrock,NNP,,PROPN,,,,,,False,,,
2d 647,2d 647,CARDINAL,127155.0,127161.0,,,,,,,,,,False,,,
postmortem,,,,,,,,,,,,,,False,,,
calories,,,,,calories,NNS,,NOUN,,,,,,False,,,
reinsert,,,,,reinsert,NN,,NOUN,,,,,,False,,,
flying,,,,,,,,,,,,,,False,,,
•choose,,,,,•Choose,IN,,ADP,,,,,,False,,,
rescreened,,,,,rescreened,VBN,,VERB,,,,,,False,,,
inspector,,,,,,,,,,,,,,False,,,
touchstone,,,,,,,,,,,,,,False,,,
medicare,,,,,Medicare,NNP,ORG,PROPN,,,,,,False,,,
mitigating,,,,,,,,,,,,,,False,,,
survey,,,,,,,,,,,,,,False,,,
482,,,,,482,CD,CARDINAL,NUM,,,,,,False,,,
attorneyclient,,,,,attorneyclient,JJ,,ADJ,,,,,,False,,,
hart publishing,Hart Publishing,ORG,38858.0,38873.0,,,,,,,,,,False,,,
chronology,,,,,,,,,,,,,,False,,,
iced,,,,,iced,JJ,,ADJ,,,,,,False,,,
decidedly,,,,,decidedly,RB,,ADV,,,,,,False,,,
benefitted,,,,,benefitted,VBN,,VERB,,,,,,False,,,
lichter,,,,,Lichter,NNP,,PROPN,,,,,,False,,,
duress,,,,,,NN,,NOUN,,,,,,False,,,
2–16,,,,,2–16,NNP,CARDINAL,PROPN,,,,,,False,,,
1176/,,,,,1176/,CD,CARDINAL,NUM,,,,,,False,,,
rodriquez military medical accountability act,Rodriquez Military Medical Accountability Act,ORG,97095.0,97140.0,,,,,,,,,,False,,,
moods,,,,,moods,NNS,,NOUN,,,,,,False,,,
communication,,,,,,,,,,,,,,False,,,
291–318,,,,,291–318,CD,CARDINAL,NUM,,,,,,False,,,
cond,,,,,Cond,NNP,ORG,PROPN,,,,,,False,,,
grunted,,,,,grunted,VBD,,VERB,,,,,,False,,,
researchers,,,,,,,,,,,,,,False,,,
2) ethical,2) Ethical,ORG,61393.0,61403.0,,,,,,,,,,False,,,
2007;165(10):1199–1206,,,,,2007;165(10):1199–1206,CD,CARDINAL,NUM,,,,,,False,,,
illusion,,,,,,,,,,,,,,False,,,
coma,,,,,,,,,,,,,,False,,,
transmucossally,,,,,transmucossally,RB,,ADV,,,,,,False,,,
accrue,,,,,accrue,,,,,,,,,False,,,
paradigms,,,,,paradigms,,,NOUN,,,,,,False,,,
2012;12(4):33–38,,,,,2012;12(4):33–38,CD,,NUM,,,,,,False,,,
vesicle,,,,,vesicle,NN,,NOUN,,,,,,False,,,
the mirror of nature,the Mirror of Nature,ORG,,,,,,,,,,,,False,,,
about one-quarter,about one-quarter,CARDINAL,107017.0,107034.0,,,,,,,,,,False,,,
admired,,,,,admired,,,VERB,,,,,,False,,,
caduceus,,,,,Caduceus,NNP,,PROPN,,,,,,False,,,
guantanamo bay,Guantanamo Bay,LOC,81803.0,81817.0,,,,,,,,,,False,,,
fascia,,,,,fascia,NNP,,PROPN,,,,,,False,,,
new york university,New York University,ORG,100177.0,100196.0,,,,,,,,,,False,,,
"14,18",,,,,"14,18",CD,,NUM,,,,,,False,,,
truth,,,,,,,,,,,,,,False,,,
potluck,,,,,potluck,NN,ORG,NOUN,,,,,,False,,,
manufacturers,,,,,manufacturers,NNS,,NOUN,,,,,,False,,,
huggins,,,,,Huggins,NNP,ORG,PROPN,,,,,,False,,,
accumulated,,,,,accumulated,VBN,,VERB,,,,,,False,,,
nasopharyngeal,,,,,,,,,,,,,,True,,,
curve,,,,,,,,,,,,,,False,,,
cavalry regiment,Cavalry Regiment,ORG,43001.0,43017.0,,,,,,,,,,False,,,
nippon television,Nippon Television,ORG,146826.0,146843.0,,,,,,,,,,False,,,
"165,000",,,,,"165,000",CD,CARDINAL,NUM,,,,,,False,,,
henning,,,,,Henning,NNP,,PROPN,,,,,,False,,,
flower,,,,,flower,NN,,NOUN,,,,,,False,,,
"io 
 end","IO 
 End",GPE,20892.0,20900.0,,,,,,,,,,False,,,
report on scientific intelligence survey,Report on Scientific Intelligence Survey,WORK_OF_ART,154609.0,154649.0,,,,,,,,,,False,,,
timeliness,,,,,timeliness,NN,,NOUN,,,,,,False,,,
index.php/ssm/show_ssm/approach_to/shock,,,,,index.php/ssm/show_ssm/approach_to/shock,NN,,NOUN,,,,,,False,,,
"3,000",,,,,"3,000",CD,,NUM,,,,,,False,,,
”6(p192,,,,,”6(p192,FW,,X,,,,,,False,,,
forceful,,,,,forceful,JJ,,ADJ,,,,,,False,,,
786 f3d 817,786 F3d 817,PERCENT,98113.0,98124.0,,,,,,,,,,False,,,
breaching,,,,,breaching,VBG,,VERB,,,,,,False,,,
believers,,,,,believers,NNS,,NOUN,,,,,,False,,,
sidearm,,,,,sidearm,NN,,NOUN,,,,,,False,,,
deuteronomy,,,,,Deuteronomy,NNP,,PROPN,,,,,,False,,,
"40,41 thus","40,41 Thus",ORG,26280.0,26290.0,,,,,,,,,,False,,,
informativeness,,,,,informativeness,NN,,NOUN,,,,,,False,,,
horst,,,,,Horst,NNP,ORG,PROPN,,,,,,False,,,
describing,,,,,describing,VBG,,VERB,,,,,,False,,,
28–30,,,,,28–30,CD,CARDINAL,NUM,,,,,,False,,,
piggyback,,,,,piggyback,NN,,NOUN,,,,,,False,,,
heartbeat,,,,,,,WORK_OF_ART,,,,,,,False,,,
